Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,data_origin
04/08/2023,Sunderland,Liverpool,0,0,D,7,5,synthetic_demo
05/08/2023,Burnley,Bournemouth,1,2,A,6,3,synthetic_demo
05/08/2023,Bournemouth,Aston Villa,0,1,A,6,5,synthetic_demo
06/08/2023,West Ham,Brentford,0,2,A,0,5,synthetic_demo
07/08/2023,Man United,Liverpool,1,2,A,4,6,synthetic_demo
08/08/2023,Newcastle,Arsenal,0,4,A,5,6,synthetic_demo
08/08/2023,Nott'm Forest,Tottenham,2,0,H,6,2,synthetic_demo
09/08/2023,Man City,Brentford,2,0,H,5,4,synthetic_demo
10/08/2023,West Ham,Liverpool,1,0,H,4,4,synthetic_demo
10/08/2023,Newcastle,Wolves,1,1,D,5,6,synthetic_demo
11/08/2023,Newcastle,West Ham,3,0,H,7,0,synthetic_demo
12/08/2023,Liverpool,West Ham,0,2,A,5,5,synthetic_demo
13/08/2023,Everton,Man United,4,2,H,5,7,synthetic_demo
13/08/2023,Crystal Palace,Man City,1,0,H,3,2,synthetic_demo
14/08/2023,Liverpool,Burnley,1,3,A,8,7,synthetic_demo
15/08/2023,Everton,Crystal Palace,0,3,A,4,6,synthetic_demo
15/08/2023,Liverpool,Bournemouth,4,4,D,12,7,synthetic_demo
16/08/2023,Liverpool,Crystal Palace,3,2,H,9,5,synthetic_demo
17/08/2023,Tottenham,Everton,1,0,H,3,2,synthetic_demo
18/08/2023,Fulham,Nott'm Forest,3,0,H,10,5,synthetic_demo
18/08/2023,Leeds,West Ham,2,2,D,6,7,synthetic_demo
19/08/2023,Chelsea,Brentford,1,2,A,7,7,synthetic_demo
20/08/2023,Liverpool,Arsenal,1,2,A,3,7,synthetic_demo
20/08/2023,West Ham,Nott'm Forest,0,1,A,3,4,synthetic_demo
21/08/2023,Tottenham,Fulham,1,1,D,5,5,synthetic_demo
22/08/2023,Fulham,Brighton,0,1,A,6,3,synthetic_demo
23/08/2023,Man United,Brighton,1,1,D,4,5,synthetic_demo
23/08/2023,Brighton,Bournemouth,1,1,D,3,3,synthetic_demo
24/08/2023,Tottenham,Brighton,3,1,H,6,3,synthetic_demo
25/08/2023,Arsenal,Burnley,1,5,A,4,5,synthetic_demo
25/08/2023,Nott'm Forest,Leeds,0,1,A,1,3,synthetic_demo
26/08/2023,Crystal Palace,Chelsea,0,1,A,0,5,synthetic_demo
27/08/2023,Brighton,Sunderland,1,3,A,5,8,synthetic_demo
28/08/2023,Fulham,Liverpool,2,0,H,4,4,synthetic_demo
28/08/2023,Fulham,Crystal Palace,1,2,A,2,3,synthetic_demo
29/08/2023,Brentford,Man City,0,1,A,2,5,synthetic_demo
30/08/2023,West Ham,Everton,2,0,H,3,4,synthetic_demo
30/08/2023,Burnley,Fulham,1,1,D,3,3,synthetic_demo
31/08/2023,Chelsea,Burnley,1,2,A,6,6,synthetic_demo
01/09/2023,Newcastle,Fulham,1,1,D,4,2,synthetic_demo
01/09/2023,Everton,Leeds,1,0,H,5,2,synthetic_demo
02/09/2023,Brighton,Nott'm Forest,0,0,D,3,1,synthetic_demo
03/09/2023,Nott'm Forest,Aston Villa,0,0,D,2,2,synthetic_demo
04/09/2023,Liverpool,Sunderland,4,0,H,9,9,synthetic_demo
04/09/2023,Brentford,Chelsea,0,1,A,3,2,synthetic_demo
05/09/2023,Bournemouth,West Ham,0,1,A,3,4,synthetic_demo
06/09/2023,Crystal Palace,Sunderland,1,4,A,3,6,synthetic_demo
06/09/2023,Burnley,Liverpool,0,1,A,1,4,synthetic_demo
07/09/2023,Liverpool,Man City,2,1,H,4,4,synthetic_demo
08/09/2023,Sunderland,Chelsea,2,1,H,7,4,synthetic_demo
09/09/2023,Aston Villa,Burnley,0,1,A,3,3,synthetic_demo
09/09/2023,Man City,Nott'm Forest,1,1,D,6,6,synthetic_demo
10/09/2023,Brighton,Liverpool,1,0,H,6,1,synthetic_demo
11/09/2023,Wolves,Burnley,5,3,H,7,6,synthetic_demo
11/09/2023,Tottenham,Wolves,1,0,H,6,3,synthetic_demo
12/09/2023,Aston Villa,Tottenham,1,0,H,1,6,synthetic_demo
13/09/2023,Nott'm Forest,Everton,0,1,A,1,2,synthetic_demo
14/09/2023,Liverpool,Fulham,2,0,H,9,0,synthetic_demo
14/09/2023,Everton,Aston Villa,0,0,D,0,5,synthetic_demo
15/09/2023,Sunderland,Brentford,0,1,A,5,1,synthetic_demo
16/09/2023,Tottenham,Man United,0,0,D,2,5,synthetic_demo
16/09/2023,Burnley,Sunderland,2,1,H,6,2,synthetic_demo
17/09/2023,Liverpool,Wolves,3,1,H,5,3,synthetic_demo
18/09/2023,Brighton,Newcastle,3,0,H,5,2,synthetic_demo
19/09/2023,Chelsea,Leeds,3,0,H,8,3,synthetic_demo
19/09/2023,West Ham,Man City,0,2,A,6,6,synthetic_demo
20/09/2023,Arsenal,Tottenham,3,2,H,7,8,synthetic_demo
21/09/2023,Wolves,Bournemouth,0,0,D,4,2,synthetic_demo
21/09/2023,Leeds,Liverpool,1,1,D,3,4,synthetic_demo
22/09/2023,West Ham,Sunderland,0,0,D,4,1,synthetic_demo
23/09/2023,Bournemouth,Newcastle,0,0,D,5,4,synthetic_demo
24/09/2023,Crystal Palace,Nott'm Forest,1,0,H,8,3,synthetic_demo
24/09/2023,Man City,Aston Villa,2,1,H,7,5,synthetic_demo
25/09/2023,Fulham,Chelsea,0,1,A,6,3,synthetic_demo
26/09/2023,Tottenham,Crystal Palace,0,0,D,5,4,synthetic_demo
26/09/2023,Man United,Nott'm Forest,2,1,H,6,5,synthetic_demo
27/09/2023,Brighton,Chelsea,1,1,D,3,3,synthetic_demo
28/09/2023,Crystal Palace,Newcastle,1,1,D,5,3,synthetic_demo
28/09/2023,Tottenham,Sunderland,0,1,A,5,7,synthetic_demo
29/09/2023,Man United,Tottenham,2,2,D,6,8,synthetic_demo
30/09/2023,Tottenham,West Ham,2,0,H,4,2,synthetic_demo
01/10/2023,Chelsea,West Ham,1,1,D,3,1,synthetic_demo
01/10/2023,West Ham,Brighton,1,1,D,5,4,synthetic_demo
02/10/2023,Bournemouth,Arsenal,2,0,H,6,7,synthetic_demo
03/10/2023,Newcastle,Aston Villa,1,3,A,6,9,synthetic_demo
03/10/2023,Man City,Leeds,1,0,H,2,2,synthetic_demo
04/10/2023,West Ham,Burnley,2,2,D,9,3,synthetic_demo
05/10/2023,Tottenham,Newcastle,0,0,D,3,6,synthetic_demo
06/10/2023,Fulham,Leeds,2,0,H,4,0,synthetic_demo
06/10/2023,Leeds,Brentford,2,1,H,3,1,synthetic_demo
07/10/2023,Leeds,Brighton,2,2,D,4,3,synthetic_demo
08/10/2023,Arsenal,Man United,1,2,A,3,4,synthetic_demo
08/10/2023,Bournemouth,Brighton,1,0,H,5,10,synthetic_demo
09/10/2023,Wolves,Everton,4,1,H,9,8,synthetic_demo
10/10/2023,Sunderland,Nott'm Forest,1,0,H,3,4,synthetic_demo
11/10/2023,Brentford,Brighton,0,4,A,3,7,synthetic_demo
11/10/2023,Leeds,Sunderland,1,1,D,4,2,synthetic_demo
12/10/2023,Sunderland,Brighton,0,1,A,3,2,synthetic_demo
13/10/2023,Bournemouth,Crystal Palace,1,0,H,7,2,synthetic_demo
13/10/2023,Newcastle,Chelsea,2,1,H,5,5,synthetic_demo
14/10/2023,Everton,Bournemouth,1,1,D,5,3,synthetic_demo
15/10/2023,Man United,Leeds,3,0,H,7,4,synthetic_demo
16/10/2023,Chelsea,Liverpool,1,2,A,4,6,synthetic_demo
16/10/2023,Brighton,Man United,2,1,H,4,6,synthetic_demo
17/10/2023,Crystal Palace,Arsenal,1,2,A,2,7,synthetic_demo
18/10/2023,Everton,Sunderland,3,3,D,4,5,synthetic_demo
18/10/2023,Sunderland,Bournemouth,1,1,D,3,3,synthetic_demo
19/10/2023,Chelsea,Brighton,3,0,H,4,3,synthetic_demo
20/10/2023,Chelsea,Fulham,1,0,H,3,5,synthetic_demo
21/10/2023,Nott'm Forest,Arsenal,0,1,A,3,9,synthetic_demo
21/10/2023,Sunderland,Arsenal,1,1,D,4,4,synthetic_demo
22/10/2023,Wolves,Man United,1,2,A,2,5,synthetic_demo
23/10/2023,Liverpool,Tottenham,0,2,A,7,5,synthetic_demo
23/10/2023,Burnley,Newcastle,3,1,H,4,3,synthetic_demo
24/10/2023,Burnley,Man City,0,1,A,1,9,synthetic_demo
25/10/2023,Nott'm Forest,Sunderland,1,0,H,3,3,synthetic_demo
25/10/2023,Brentford,Crystal Palace,1,3,A,3,4,synthetic_demo
26/10/2023,West Ham,Fulham,3,1,H,7,6,synthetic_demo
27/10/2023,Everton,Wolves,3,1,H,4,2,synthetic_demo
28/10/2023,Leeds,Nott'm Forest,0,2,A,3,5,synthetic_demo
28/10/2023,Chelsea,Sunderland,1,0,H,3,1,synthetic_demo
29/10/2023,Man United,Everton,3,1,H,6,4,synthetic_demo
30/10/2023,Burnley,Man United,1,2,A,5,3,synthetic_demo
30/10/2023,Everton,Man City,0,2,A,4,6,synthetic_demo
31/10/2023,Aston Villa,Man City,1,2,A,4,5,synthetic_demo
01/11/2023,Aston Villa,Nott'm Forest,0,0,D,4,1,synthetic_demo
02/11/2023,Brentford,Tottenham,0,2,A,3,5,synthetic_demo
02/11/2023,Fulham,Sunderland,2,1,H,6,3,synthetic_demo
03/11/2023,Aston Villa,Fulham,1,4,A,4,5,synthetic_demo
04/11/2023,Fulham,Aston Villa,0,0,D,3,5,synthetic_demo
04/11/2023,Crystal Palace,West Ham,0,2,A,3,3,synthetic_demo
05/11/2023,Arsenal,Liverpool,0,1,A,8,10,synthetic_demo
06/11/2023,Brentford,Burnley,1,0,H,3,1,synthetic_demo
07/11/2023,Leeds,Chelsea,3,1,H,6,2,synthetic_demo
07/11/2023,Liverpool,Leeds,3,0,H,6,3,synthetic_demo
08/11/2023,Chelsea,Aston Villa,3,1,H,7,2,synthetic_demo
09/11/2023,Arsenal,Sunderland,3,0,H,6,0,synthetic_demo
09/11/2023,Chelsea,Wolves,3,2,H,7,5,synthetic_demo
10/11/2023,Aston Villa,Man United,0,0,D,6,2,synthetic_demo
11/11/2023,West Ham,Crystal Palace,0,2,A,4,4,synthetic_demo
12/11/2023,Arsenal,Aston Villa,2,0,H,4,4,synthetic_demo
12/11/2023,Nott'm Forest,Wolves,1,1,D,3,4,synthetic_demo
13/11/2023,Wolves,Brighton,3,1,H,7,2,synthetic_demo
14/11/2023,Man United,Newcastle,1,1,D,4,4,synthetic_demo
14/11/2023,Aston Villa,Brighton,3,1,H,9,5,synthetic_demo
15/11/2023,Chelsea,Tottenham,0,0,D,4,6,synthetic_demo
16/11/2023,Crystal Palace,Leeds,3,1,H,7,7,synthetic_demo
17/11/2023,Burnley,Crystal Palace,0,1,A,3,9,synthetic_demo
17/11/2023,Newcastle,Crystal Palace,1,0,H,5,0,synthetic_demo
18/11/2023,Leeds,Fulham,2,1,H,4,3,synthetic_demo
19/11/2023,Tottenham,Nott'm Forest,0,1,A,3,5,synthetic_demo
19/11/2023,Sunderland,Newcastle,1,2,A,2,7,synthetic_demo
20/11/2023,Brighton,Man City,1,0,H,3,3,synthetic_demo
21/11/2023,Brentford,Fulham,0,0,D,3,4,synthetic_demo
21/11/2023,Nott'm Forest,Crystal Palace,3,2,H,8,4,synthetic_demo
22/11/2023,Leeds,Crystal Palace,1,2,A,4,4,synthetic_demo
23/11/2023,Brentford,Everton,0,1,A,3,4,synthetic_demo
24/11/2023,Bournemouth,Liverpool,3,2,H,5,6,synthetic_demo
24/11/2023,Arsenal,Man City,1,1,D,5,6,synthetic_demo
25/11/2023,Man United,Sunderland,2,0,H,4,3,synthetic_demo
26/11/2023,Arsenal,Crystal Palace,1,0,H,2,3,synthetic_demo
26/11/2023,Chelsea,Nott'm Forest,2,3,A,5,6,synthetic_demo
27/11/2023,Bournemouth,Man City,1,2,A,3,8,synthetic_demo
28/11/2023,Nott'm Forest,Burnley,1,0,H,5,1,synthetic_demo
29/11/2023,Newcastle,Man United,4,1,H,6,3,synthetic_demo
29/11/2023,Leeds,Wolves,2,2,D,4,5,synthetic_demo
30/11/2023,Brighton,Aston Villa,3,0,H,5,2,synthetic_demo
01/12/2023,Wolves,Liverpool,2,0,H,6,2,synthetic_demo
01/12/2023,Burnley,Everton,0,1,A,2,3,synthetic_demo
02/12/2023,Aston Villa,Newcastle,1,3,A,6,6,synthetic_demo
03/12/2023,Wolves,Leeds,2,0,H,8,1,synthetic_demo
04/12/2023,Leeds,Man City,1,2,A,6,6,synthetic_demo
04/12/2023,Fulham,Man United,1,0,H,7,3,synthetic_demo
05/12/2023,Tottenham,Aston Villa,2,2,D,6,3,synthetic_demo
06/12/2023,Man City,Newcastle,2,0,H,9,3,synthetic_demo
06/12/2023,Man United,Crystal Palace,1,1,D,2,2,synthetic_demo
07/12/2023,Everton,Liverpool,1,1,D,3,4,synthetic_demo
08/12/2023,Wolves,Sunderland,1,1,D,4,5,synthetic_demo
09/12/2023,Burnley,West Ham,2,1,H,6,4,synthetic_demo
09/12/2023,Nott'm Forest,Liverpool,0,2,A,4,3,synthetic_demo
10/12/2023,Everton,Fulham,1,0,H,2,1,synthetic_demo
11/12/2023,Liverpool,Chelsea,0,0,D,7,6,synthetic_demo
11/12/2023,Brighton,West Ham,0,1,A,2,1,synthetic_demo
12/12/2023,Leeds,Newcastle,1,1,D,5,4,synthetic_demo
13/12/2023,Fulham,Everton,1,1,D,1,7,synthetic_demo
14/12/2023,Bournemouth,Man United,0,1,A,2,7,synthetic_demo
14/12/2023,Crystal Palace,Bournemouth,1,0,H,3,2,synthetic_demo
15/12/2023,Leeds,Everton,1,1,D,3,2,synthetic_demo
16/12/2023,Wolves,Aston Villa,0,0,D,5,4,synthetic_demo
16/12/2023,Nott'm Forest,Newcastle,2,0,H,6,2,synthetic_demo
17/12/2023,Arsenal,Leeds,3,0,H,5,3,synthetic_demo
18/12/2023,Wolves,Nott'm Forest,2,3,A,4,3,synthetic_demo
18/12/2023,Man United,Aston Villa,0,1,A,3,4,synthetic_demo
19/12/2023,Crystal Palace,Aston Villa,2,0,H,6,2,synthetic_demo
20/12/2023,Newcastle,Everton,1,0,H,2,3,synthetic_demo
21/12/2023,Brentford,Newcastle,1,3,A,3,6,synthetic_demo
21/12/2023,Fulham,Brentford,2,2,D,5,8,synthetic_demo
22/12/2023,Brentford,Sunderland,1,0,H,5,4,synthetic_demo
23/12/2023,Crystal Palace,Fulham,0,1,A,1,3,synthetic_demo
23/12/2023,Everton,Burnley,3,1,H,4,3,synthetic_demo
24/12/2023,Brighton,Leeds,0,1,A,2,2,synthetic_demo
25/12/2023,Wolves,Brentford,1,2,A,6,8,synthetic_demo
26/12/2023,Liverpool,Everton,0,1,A,10,3,synthetic_demo
26/12/2023,Sunderland,Tottenham,1,5,A,3,8,synthetic_demo
27/12/2023,Man City,Burnley,2,0,H,4,1,synthetic_demo
28/12/2023,Tottenham,Arsenal,3,1,H,5,5,synthetic_demo
28/12/2023,Burnley,Brentford,0,2,A,1,3,synthetic_demo
29/12/2023,Bournemouth,Nott'm Forest,0,3,A,7,4,synthetic_demo
30/12/2023,Arsenal,West Ham,0,0,D,1,3,synthetic_demo
31/12/2023,Liverpool,Aston Villa,2,0,H,4,6,synthetic_demo
31/12/2023,Crystal Palace,Liverpool,1,0,H,5,5,synthetic_demo
01/01/2024,Bournemouth,Burnley,1,0,H,3,3,synthetic_demo
02/01/2024,Man United,Bournemouth,1,1,D,4,3,synthetic_demo
02/01/2024,Tottenham,Leeds,2,1,H,9,7,synthetic_demo
03/01/2024,Sunderland,Burnley,1,0,H,3,3,synthetic_demo
04/01/2024,Crystal Palace,Man United,1,1,D,5,4,synthetic_demo
05/01/2024,Man City,West Ham,1,1,D,4,3,synthetic_demo
05/01/2024,Brentford,Liverpool,2,0,H,8,2,synthetic_demo
06/01/2024,Crystal Palace,Burnley,2,0,H,7,2,synthetic_demo
07/01/2024,Man United,Wolves,1,2,A,3,5,synthetic_demo
07/01/2024,Man United,Chelsea,2,2,D,4,7,synthetic_demo
08/01/2024,Burnley,Aston Villa,0,0,D,2,2,synthetic_demo
09/01/2024,Man City,Everton,2,0,H,8,1,synthetic_demo
10/01/2024,West Ham,Newcastle,2,1,H,4,8,synthetic_demo
10/01/2024,Nott'm Forest,Bournemouth,0,1,A,3,4,synthetic_demo
11/01/2024,Arsenal,Brighton,4,2,H,10,5,synthetic_demo
12/01/2024,West Ham,Arsenal,2,2,D,6,4,synthetic_demo
12/01/2024,West Ham,Bournemouth,1,2,A,6,4,synthetic_demo
13/01/2024,Man City,Arsenal,2,2,D,7,6,synthetic_demo
14/01/2024,Man City,Sunderland,0,0,D,3,1,synthetic_demo
14/01/2024,Man City,Wolves,2,1,H,6,2,synthetic_demo
15/01/2024,Crystal Palace,Everton,3,1,H,9,5,synthetic_demo
16/01/2024,Burnley,Nott'm Forest,2,1,H,2,2,synthetic_demo
17/01/2024,Tottenham,Liverpool,0,1,A,2,3,synthetic_demo
17/01/2024,Brentford,Aston Villa,1,0,H,3,2,synthetic_demo
18/01/2024,Bournemouth,Fulham,1,0,H,4,3,synthetic_demo
19/01/2024,Chelsea,Bournemouth,3,0,H,6,4,synthetic_demo
19/01/2024,Chelsea,Arsenal,3,2,H,11,9,synthetic_demo
20/01/2024,Brentford,Arsenal,2,1,H,6,5,synthetic_demo
21/01/2024,Chelsea,Man City,2,1,H,8,5,synthetic_demo
22/01/2024,Man United,Fulham,2,2,D,4,6,synthetic_demo
22/01/2024,Burnley,Brighton,1,1,D,4,3,synthetic_demo
23/01/2024,Liverpool,Man United,0,0,D,6,7,synthetic_demo
24/01/2024,Brighton,Everton,1,1,D,3,2,synthetic_demo
24/01/2024,Chelsea,Newcastle,3,1,H,6,5,synthetic_demo
25/01/2024,Newcastle,Man City,0,1,A,3,5,synthetic_demo
26/01/2024,Leeds,Man United,3,1,H,6,7,synthetic_demo
27/01/2024,Sunderland,Fulham,0,0,D,3,3,synthetic_demo
27/01/2024,Aston Villa,Chelsea,3,4,A,7,8,synthetic_demo
28/01/2024,Brighton,Fulham,2,1,H,3,5,synthetic_demo
29/01/2024,Bournemouth,Leeds,1,2,A,6,7,synthetic_demo
29/01/2024,Fulham,Man City,1,2,A,5,5,synthetic_demo
30/01/2024,Arsenal,Everton,7,0,H,11,6,synthetic_demo
31/01/2024,Nott'm Forest,Chelsea,2,0,H,5,8,synthetic_demo
01/02/2024,Aston Villa,West Ham,0,2,A,1,5,synthetic_demo
01/02/2024,Nott'm Forest,West Ham,1,0,H,5,0,synthetic_demo
02/02/2024,Arsenal,Newcastle,6,3,H,11,7,synthetic_demo
03/02/2024,Arsenal,Wolves,4,0,H,10,5,synthetic_demo
03/02/2024,Everton,Brighton,3,0,H,7,2,synthetic_demo
04/02/2024,West Ham,Chelsea,0,0,D,3,8,synthetic_demo
05/02/2024,Man City,Man United,2,0,H,6,3,synthetic_demo
06/02/2024,Man United,Man City,0,1,A,4,6,synthetic_demo
06/02/2024,Brentford,Man United,0,3,A,5,6,synthetic_demo
07/02/2024,Aston Villa,Wolves,1,1,D,5,5,synthetic_demo
08/02/2024,Liverpool,Brentford,5,2,H,12,8,synthetic_demo
08/02/2024,Sunderland,Man City,0,5,A,3,11,synthetic_demo
09/02/2024,Fulham,West Ham,2,1,H,4,6,synthetic_demo
10/02/2024,Bournemouth,Sunderland,1,2,A,7,9,synthetic_demo
10/02/2024,Tottenham,Bournemouth,2,0,H,5,4,synthetic_demo
11/02/2024,Tottenham,Brentford,0,1,A,4,5,synthetic_demo
12/02/2024,Aston Villa,Liverpool,1,0,H,5,1,synthetic_demo
13/02/2024,Liverpool,Nott'm Forest,2,1,H,3,5,synthetic_demo
13/02/2024,Everton,Chelsea,2,1,H,6,11,synthetic_demo
14/02/2024,Man City,Tottenham,2,1,H,7,3,synthetic_demo
15/02/2024,Newcastle,Tottenham,2,2,D,5,8,synthetic_demo
15/02/2024,Sunderland,Man United,0,2,A,0,6,synthetic_demo
16/02/2024,Wolves,Newcastle,2,2,D,6,5,synthetic_demo
17/02/2024,Bournemouth,Tottenham,1,0,H,2,4,synthetic_demo
18/02/2024,West Ham,Man United,1,1,D,2,4,synthetic_demo
18/02/2024,Brentford,Leeds,2,2,D,5,5,synthetic_demo
19/02/2024,Newcastle,Bournemouth,6,1,H,8,6,synthetic_demo
20/02/2024,Arsenal,Nott'm Forest,0,0,D,4,5,synthetic_demo
20/02/2024,Crystal Palace,Brentford,1,0,H,3,6,synthetic_demo
21/02/2024,Brentford,Bournemouth,1,0,H,3,4,synthetic_demo
22/02/2024,Sunderland,Aston Villa,2,1,H,3,3,synthetic_demo
23/02/2024,Everton,Nott'm Forest,1,2,A,4,5,synthetic_demo
23/02/2024,Fulham,Newcastle,0,1,A,6,4,synthetic_demo
24/02/2024,Sunderland,Wolves,0,1,A,4,3,synthetic_demo
25/02/2024,Burnley,Wolves,1,1,D,2,5,synthetic_demo
25/02/2024,West Ham,Aston Villa,2,1,H,6,6,synthetic_demo
26/02/2024,Aston Villa,Arsenal,2,2,D,8,11,synthetic_demo
27/02/2024,Brighton,Brentford,0,1,A,4,4,synthetic_demo
28/02/2024,Man City,Crystal Palace,1,1,D,11,3,synthetic_demo
28/02/2024,Newcastle,Nott'm Forest,0,0,D,1,4,synthetic_demo
29/02/2024,Wolves,Chelsea,1,1,D,7,5,synthetic_demo
01/03/2024,Tottenham,Man City,0,1,A,2,6,synthetic_demo
01/03/2024,Sunderland,West Ham,1,0,H,7,2,synthetic_demo
02/03/2024,Burnley,Arsenal,1,6,A,4,10,synthetic_demo
03/03/2024,Aston Villa,Leeds,2,0,H,9,3,synthetic_demo
04/03/2024,Arsenal,Chelsea,2,2,D,8,8,synthetic_demo
04/03/2024,Leeds,Aston Villa,1,0,H,3,3,synthetic_demo
05/03/2024,Brighton,Crystal Palace,2,1,H,4,4,synthetic_demo
06/03/2024,Sunderland,Crystal Palace,1,2,A,8,6,synthetic_demo
06/03/2024,Newcastle,Liverpool,1,2,A,7,3,synthetic_demo
07/03/2024,Brentford,Wolves,1,1,D,4,2,synthetic_demo
08/03/2024,Newcastle,Leeds,2,0,H,6,2,synthetic_demo
08/03/2024,Nott'm Forest,Brighton,3,0,H,8,7,synthetic_demo
09/03/2024,Leeds,Bournemouth,3,0,H,9,3,synthetic_demo
10/03/2024,Man City,Brighton,1,1,D,4,5,synthetic_demo
11/03/2024,Crystal Palace,Tottenham,1,1,D,5,9,synthetic_demo
11/03/2024,Aston Villa,Everton,2,0,H,5,1,synthetic_demo
12/03/2024,Man City,Fulham,3,1,H,6,2,synthetic_demo
13/03/2024,Man United,Burnley,3,0,H,9,4,synthetic_demo
13/03/2024,Wolves,Crystal Palace,0,2,A,2,3,synthetic_demo
14/03/2024,Newcastle,Sunderland,2,0,H,4,2,synthetic_demo
15/03/2024,Crystal Palace,Brighton,1,2,A,3,5,synthetic_demo
16/03/2024,Nott'm Forest,Brentford,0,0,D,1,5,synthetic_demo
16/03/2024,West Ham,Leeds,3,0,H,4,1,synthetic_demo
17/03/2024,Aston Villa,Crystal Palace,0,2,A,5,5,synthetic_demo
18/03/2024,Brentford,Nott'm Forest,0,0,D,3,4,synthetic_demo
18/03/2024,Man City,Chelsea,2,1,H,4,6,synthetic_demo
19/03/2024,West Ham,Wolves,1,0,H,6,2,synthetic_demo
20/03/2024,Tottenham,Chelsea,1,1,D,6,3,synthetic_demo
21/03/2024,Arsenal,Bournemouth,3,1,H,6,4,synthetic_demo
21/03/2024,Brighton,Tottenham,0,0,D,9,3,synthetic_demo
22/03/2024,Leeds,Tottenham,2,0,H,9,3,synthetic_demo
23/03/2024,Liverpool,Newcastle,3,0,H,6,3,synthetic_demo
23/03/2024,Wolves,Fulham,2,1,H,7,2,synthetic_demo
24/03/2024,Wolves,Tottenham,1,4,A,4,7,synthetic_demo
25/03/2024,Nott'm Forest,Man United,1,1,D,5,4,synthetic_demo
26/03/2024,Brighton,Arsenal,1,4,A,7,10,synthetic_demo
26/03/2024,West Ham,Tottenham,0,1,A,4,4,synthetic_demo
27/03/2024,Newcastle,Burnley,2,1,H,5,4,synthetic_demo
28/03/2024,Leeds,Burnley,4,1,H,7,4,synthetic_demo
28/03/2024,Aston Villa,Bournemouth,2,0,H,5,2,synthetic_demo
29/03/2024,Everton,Brentford,1,1,D,5,4,synthetic_demo
30/03/2024,Burnley,Tottenham,2,1,H,5,3,synthetic_demo
31/03/2024,Tottenham,Burnley,1,2,A,4,5,synthetic_demo
31/03/2024,Everton,West Ham,1,0,H,2,3,synthetic_demo
01/04/2024,Brighton,Burnley,1,0,H,6,2,synthetic_demo
02/04/2024,Crystal Palace,Wolves,1,1,D,5,3,synthetic_demo
02/04/2024,Fulham,Burnley,0,0,D,5,2,synthetic_demo
03/04/2024,Chelsea,Crystal Palace,2,0,H,8,4,synthetic_demo
04/04/2024,Wolves,Arsenal,1,1,D,5,5,synthetic_demo
04/04/2024,Man City,Bournemouth,2,0,H,9,6,synthetic_demo
05/04/2024,Liverpool,Brighton,1,1,D,2,3,synthetic_demo
06/04/2024,Aston Villa,Sunderland,0,0,D,3,0,synthetic_demo
07/04/2024,Everton,Tottenham,1,0,H,2,2,synthetic_demo
07/04/2024,Chelsea,Everton,2,4,A,7,7,synthetic_demo
08/04/2024,Wolves,Man City,1,1,D,2,3,synthetic_demo
09/04/2024,Man United,Brentford,0,1,A,5,6,synthetic_demo
09/04/2024,Man City,Liverpool,1,1,D,4,4,synthetic_demo
10/04/2024,Chelsea,Man United,1,2,A,3,6,synthetic_demo
11/04/2024,Nott'm Forest,Man City,2,2,D,5,6,synthetic_demo
12/04/2024,Bournemouth,Wolves,0,0,D,6,4,synthetic_demo
12/04/2024,Man United,West Ham,1,1,D,4,4,synthetic_demo
13/04/2024,Burnley,Chelsea,2,1,H,4,5,synthetic_demo
14/04/2024,Nott'm Forest,Fulham,2,1,H,4,5,synthetic_demo
14/04/2024,Brentford,West Ham,1,4,A,4,4,synthetic_demo
15/04/2024,Leeds,Arsenal,1,1,D,5,8,synthetic_demo
16/04/2024,Bournemouth,Everton,3,2,H,8,5,synthetic_demo
17/04/2024,Everton,Arsenal,0,3,A,4,6,synthetic_demo
17/04/2024,Bournemouth,Brentford,0,0,D,4,3,synthetic_demo
18/04/2024,Fulham,Arsenal,0,0,D,2,2,synthetic_demo
19/04/2024,Everton,Newcastle,1,2,A,6,4,synthetic_demo
19/04/2024,Aston Villa,Brentford,3,3,D,5,6,synthetic_demo
20/04/2024,Fulham,Wolves,2,1,H,4,6,synthetic_demo
21/04/2024,Wolves,West Ham,2,2,D,3,6,synthetic_demo
22/04/2024,Man United,Arsenal,2,1,H,9,3,synthetic_demo
22/04/2024,Newcastle,Brighton,1,3,A,5,7,synthetic_demo
23/04/2024,Fulham,Tottenham,2,1,H,3,4,synthetic_demo
24/04/2024,Burnley,Leeds,0,0,D,2,0,synthetic_demo
24/04/2024,Brighton,Wolves,2,0,H,3,3,synthetic_demo
25/04/2024,Bournemouth,Chelsea,1,1,D,3,4,synthetic_demo
26/04/2024,Arsenal,Fulham,0,2,A,2,6,synthetic_demo
31/07/2024,Fulham,Crystal Palace,2,0,H,3,1,synthetic_demo
31/07/2024,Leeds,West Ham,3,1,H,7,3,synthetic_demo
01/08/2024,Fulham,Brentford,1,0,H,2,2,synthetic_demo
02/08/2024,Fulham,Sunderland,4,0,H,6,2,synthetic_demo
02/08/2024,Aston Villa,Brentford,3,1,H,6,1,synthetic_demo
03/08/2024,Fulham,Everton,1,2,A,5,4,synthetic_demo
04/08/2024,Fulham,Liverpool,2,3,A,3,9,synthetic_demo
04/08/2024,Tottenham,Fulham,2,1,H,4,2,synthetic_demo
